subjects,statement,label
crime,She gave a tour of the jail a couple of years ago.,False
education,The report showed that the children with the poorer countries were doing better than those in the developing countries.,False
climate-change,"As the world moves away from a coal-fired power plant , the weather is a factor in climate change.",True
jobs,a trade dispute with France on jobs is now a top issue facing President Obama,False
economy,The U.S. economy is now growing at an annual rate of 4.3%.,True
welfare,a government study finds that a recent expansion in child welfare benefits is likely to create new problems,False
jobs,The reelection of Barack Obama was the most significant for his government.,False
trade,"The EPA is threatening to shut down an auto parts plants in Mexico, threatening U.S. job growth.",True
crime,All the crime victims escaped in the storm .,False
elections,Elections were held to elect parliamentary representatives for four provinces,True
transportation,Transportation projects will be affected by repaving of US 220 corridor in New York,True
gun-control,a law was passed to keep guns locked and loaded in a number of places,False
transportation,"The NSA will release all documents in a week, according to the New York Times.",False
homeland-security,"The United States has a new policy for military and police, including cyberattacks.",False
trade,The new agreement would have helped the U.S. increase exports.,True
veterans,Veterans are disproportionately incarcerated,False
homeland-security,The Homeland Security Deputy Secretary of Homeland Security is a part-time position.,True
crime,The suspect is jailed at the request of the police.,False
climate-change,"Climate change is unavoidable , but climate change might be slowing",False
economy,the u.s. economy is at its worst in nearly a decade,False
education,Parents say schools are too lenient with grades,True
education,There is not enough money for schools to run the number of teachers they need,False
foreign-policy,U.S. and British officials squabble over Iraq.,True
foreign-policy,"""Boko Haram attacks on government troops in Somalia""",True
taxes,This is a real 'Dow Jones ad',False
taxes,Tax returns show most states can be avoided,True
taxes,The income tax revenue has gone up for the first time in 13 years in 2006,True
trade,"Trade in goods rose to $240 billion in the first nine months of the year, up 2.2 percent from last year.",True
welfare,"Welfare is designed to help people get support for food, clothing, and other necessities",True
transportation,The AP picked the rerun to cite a rumor that the show will go off.,False
foreign-policy,The US can use nuclear weapons to threaten other nations.,True
foreign-policy,"President Obama ""adopted a policy that seeks nuclear disarmament""",False
homeland-security,US President Bush and NSA Director John Brennan make security announcements in Washington.,True
economy,New Zealand unemployment rate rose to 6.8 percent in February.,False
immigration,"Immigration and Customs Enforcement (ICE) has proposed allowing in at least 500,000 illegal immigrants in the United States by 2025.",False
environment,All major cities have ranked highest in air quality,True
taxes,A new law requiring the establishment of a trust to pay taxes,False
transportation,United Airlines to cancel flights on several routes,False
budget,Budget cuts to the arts,True
welfare,Some benefits are capped by the government,True
health-care,I will let Democrats pick the winners for the health-care reform proposal.,False
health-care,"Republicans are focusing on making health care affordable, so that it does not get away from them.",True
education,Education in Canada improved in 2003,True
crime,A young girl was stabbed to death with a candlestick in south east Sydney yesterday.,True
gun-control,American gun laws are more liberal than Canadian laws.,True
jobs,"Employment growth in the state has slowed, the Labor Department said.",True
health-care,Obama plans to make health insurance available to the poor and people with pre-existing conditions.,False
immigration,Barack Obama said a ban is a bad idea.,False
environment,The UN Environment Programme estimates that the region has a shortage of water and air quality will decline between 2007 and 2012.,False
military,The US had a very strong military presence in Iraq.,False
energy,China is now the biggest energy consumer.,False
gun-control,Gun control laws were signed into law in the U.S. by President Obama on July 13.,False
jobs,The jobs vacancy rate rose last week to 3.5 percent compared with 3.0 percent in January.,False
homeland-security,US President Bill Clinton has recently said he voted against giving military personnel immunity for 9/11.,False
transportation,"Pedestrians are permitted to bike on most roadways, but not along railroad tracks.",True
energy,he is to be made permanent secretary of the energy department,False
elections,The race for the White House is between John - Bush and Barack Obama.,False
health-care,Health care costs are rising faster than wages worldwide .,True
homeland-security,Iraqi military will provide protection for embassy,False
military,"In a sign of stifling military budgets, the Pentagon slashed the number of military personnel in the ranks.",True
trade,President Trump to increase export credit to U.S.,False
crime,At least one convicted murderer reportedly received a death sentence.,True
foreign-policy,"In his book, Powell also writes about Iraq and Afghanistan, saying those two places are ""strategic friends as well for the world community"".",True
veterans,The bill would take away veterans benefits,False
military,"In syria, Russian military forces stormed homes ; residents rioted.",False
energy,In the United States a government is considered an energy producer if it produces more than a certain amount of energy.,True
jobs,China's trade deficit has jumped by 74 percent this year.,False
economy,The dollar is seen as strengthening by the ECB,False
homeland-security,Homeland Security Secretary Thomas Ridge has proposed a security bill that requires all airlines to collect data on every passenger,False
environment,iran says it will remove US nuclear program from Iran,False
health-care,President Obama promised he would offer health care to the uninsured .,False
environment,The world's top oil company has cut emissions in a bid to save money.,True
budget,Barack Obama was elected with majority support,False
economy,A recession threatens the U.S. economy,True
jobs,"Jobs: Job creation: The number of jobs created by U.S. manufacturing has increased, according to a new report.",False
elections,The elections are held in three months,True
energy,The government shut off power for parts of the island because of a blackout.,False
budget,UCC: Plan ?xml:namespace prefix = utf-8 ns:namespace prefix = utf-8 ?xml:namespace prefix = utf-8 ?xml:namespace prefix,True
climate-change,Climate change has never been reported by NASA .,False
foreign-policy,Foreign-policy experts say Iraq remains an unstable country.,True
elections,The new prime minister gave a televised speech.,True
taxes,he has been working overtime to deal with the crisis at the IRS.,True
jobs,The jobless claims are very real and the unemployment rate has not fallen much,True
welfare,"A bill introduced by John Boehner, has been reintroduced, and would increase benefits for the poor.",True
homeland-security,New policies in terrorism and homeland security could be put to a referendum,True
economy,US stocks lost 17% in early trading on Tuesday despite optimism on the economy.,False
budget,Australia sets to start budget deficit,False
gun-control,Bill Brady urged the American community to make a decision on ending the Second Amendment rights of his parents .,False
education,Students have to pay tuition fees,False
welfare,"The program provides assistance to families who receive welfare, a concept which is infringing upon the freedom of families to work.",False
energy,It's claimed that China is a major producer of wind power.,False
gun-control,"In the wake of the Florida shootings, Democrats have urged gun control legislation.",False
welfare,This bill would increase welfare payments to hundreds of millions of women by a third.,False
trade,Trade is the backbone of the global economy.,True
budget,US lawmakers slashed the budget again,False
budget,The budget cuts to government spending.,False
economy,"In the early morning hours, global stock markets rebounded on an upbeat U.S. economic report.",True
homeland-security,The president of Iran says he'll keep his ally and ally against Iran.,False
foreign-policy,Obama meets Russia's foreign minister,True
budget,The budget contains no new cuts for the federal government,True
homeland-security,Several of the men escaped arrest by the military.,False
military,The US military has been testing a new drone strike and has begun using its own internal detection technology.,False
gun-control,A convicted murderer had a weapon seized for him by law enforcement officials,False
jobs,Obama creates jobs with stimulus,True
transportation,"There are plans to reroute the Alaskan and Canadian flights to save fuel, and to use a new highway leading to Washington, D.C.",True
health-care,America's health system is among the worst ever,False
taxes,President Obama signed a bill with no tax increase in 2005.,False
crime,U.S. President Trump said in a new sarcastic tweet that he would be more likely to tackle crime.,False
welfare,Benefits have been cut,True
gun-control,We can't stop violence with guns that can't fire bullets.,False
climate-change,Climate change is accelerating.,False
elections,The United States held its first elections under the Trump administration.,True
veterans,It is the first time that the US has enacted such a policy.,True
immigration,The number of undocumented citizens increased by 25 percent in January,True
budget,Budget includes new spending cuts,True
gun-control,The bill failed to pass by a vote of 66-32,False
transportation,The number of passengers on board an airline dipped .,True
energy,A proposal in the Senate would reduce the amount of wind energy developed in the United States.,False
welfare,Is welfare a statutory right?,False
gun-control,Politicians say gun-control is not a gun issue.,True
transportation,A train on the track was damaged.,True
foreign-policy,The US now argues for the ratification of new Libyan peace agreement.,True
homeland-security,"The United States has no formal agreement on homeland security, and its members are subject to overlapping jurisdictions.",True
immigration,The U.S. is reviewing its immigration policies,True
taxes,"Bill Clinton resigned as tax commissioner on Monday , according to reports.",False
budget,Budget cuts in sex allowances: The Guardian,True
welfare,the welfare system can be manipulated,True
immigration,It is illegal for immigrants to enter into the country from countries deemed dangerous to U.S.,False
crime,"The suspect in a murder case told police she lost her temper at him for three hours at a diner, according to police.",False
welfare,"President Obama says ""we are going to work together to help the most needy in our society.""",False
jobs,Obama announces jobs plan,False
energy,The EPA gave the OK to a plan that allows coal to be used in the power plant.,True
energy,"In the Middle East as a whole, the oil demand has been rising at a rate of over 350,000 barrels per day.",True
budget,"The Obama Administration will slash spending on health care, schools",False
homeland-security,The NSA began reviewing its own surveillance programs last year.,True
budget,"US Senate approved key cuts, but no overall cut to federal budget",True
elections,It is now expected that the election will be called by the end of April or early May.,False
energy,Many states and the federal government have signed the Interstate Monetary Exchange Treaty that aims to boost competition and stimulate economic growth.,True
education,The new assessment measures students' achievement based on the CCSS.,True
taxes,"Congress has approved a bill that would make it easier to file, especially for those living in rural areas.",False
climate-change,A study found that the sea-level rose more than the level of the ocean at the same time as climate changes.,False
health-care,"In an unprecedented move by President Obama , health care reform bills have been defeated by Congress .",True
veterans,There are more veterans in jail than any other category of prison.,False
trade,The trade deficit for U.S. goods was $1.4 billion in 2013.,False
energy,Renewable energy technology has been successful at converting solar power into electricity.,True
budget,The cuts would help cut deficit.,True
budget,Obama gives bill a final pass,False
environment,An Israeli company invented a cleaner to use as a car battery.,False
education,The government should spend more on education,False
budget,President Obama cites cost of the stimulus plan,False
climate-change,The UN says it will not impose financial assistance on developing countries,True
gun-control,Guns will be banned in states unless they are legal to own them.,False
gun-control,"According to a new survey , 85 percent of Americans support strengthening laws on guns.",True
trade,The trade deal is intended to improve global trade,True
budget,U.S. government reduces the deficit budget,True
immigration,"The United Species Act, which allows the federal government to grant immigration status, was passed in 1976",True
taxes,ipa tax cuts for corporations,True
health-care,The federal budget cuts for health-care by nearly three-quarters.,True
homeland-security,The NSA is releasing a new system for detecting foreign intelligence by calculating the risk to the United States.,False
economy,iran's economy is booming,False
trade,Trade in goods and services is a booming industry globally.,True
budget,The budget has been largely carried out by the Treasury.,False
health-care,Health care reform to increase insurance coverage,True
veterans,An American woman had to leave her home in order to take care of her wounded daughter.,False
elections,Elections are held in the UK on the date of the general election.,True
education,he is leading a new generation of teachers into schools,False
military,The Russian military has been in a period of reform.,True
education,Is education a matter of class?,False
veterans,President Obama praised veterans on Sunday.,False
gun-control,People are able to own guns but not carry them on them.,False
economy,The economy has been growing at a slower pace in recent years.,True
taxes,The new rules would encourage businesses to keep and invest more profits.,True
health-care,The bill would increase protections for some insurance companies.,False
environment,the UN Environment Program says climate change is only of limited concern for the future .,False
environment,The plan to rewrite the U.S. Environmental Protection Agency,True
health-care,The number of people relying on taxpayer paid health insurance has been slashed.,True
homeland-security,Homeland security requires us to test missiles and nuclear weapons in all five war torn regions.,True
transportation,A British shipping company has launched a ferry service in the North Sea.,True
health-care,"""The Affordable Care Act is the centerpiece policy of the Obama administration 's proposal to take over health care for all Americans .",True
homeland-security,"""It would have been a good idea to have an additional airfield in the SF Bay Area,"" he wrote in a op-ed, ""which could have cut down on air pollution there.""",False
military,The new president's son-in-law is a veteran of world war ii.,False
energy,A German company has made an all-electric car with its partner.,False
health-care,People with health care insecurity often face a disproportionate burden,True
transportation,"""Benjamin Netanyahu Defeats Ahmadinejad During NATO Summit""",False
foreign-policy,A government source told reporters that a spokesman for the Israeli military was ordered to leave the country.,False
military,The United States has become more reliant on private weapons manufacturers to develop its own defense systems.,True
transportation,"The government created a new company called ""Innovation"" to accelerate the development of innovative transportation transportation technologies.",False
transportation,"The president of the Federal Transportation Administration (FTA) has suggested that the American Public Transportation Association (APTA), the trade body with which federal transportation organizations contract, should create the TAPA Board.",False
education,A teacher in New South Wales was shot at in her classroom,True
elections,The vote was the first between Democratic presidential candidates in five decades.,True
military,The army is refusing to respond to the 'Women's March',False
taxes,Taxpayers will have to pay more taxes.,False
crime,The New York cops claim they know how to spot a serial murderer.,False
elections,"Barack Obama and Hillary Clinton are tied in the US presidential election, according to the New York Times.",False
military,The military would not be forced to withdraw from Iraq and Afghanistan,True
economy,cbse cuts economy plan for a fourth year,False
foreign-policy,US troops were ordered to Iraq and Afghanistan,False
military,The army is putting more work into its infantry,False
trade,He said that trade was becoming a global issue.,False
gun-control,Some people are afraid of the gun control proposals.,False
foreign-policy,The U.S. imposed its first sanctions on Iran in March.,False
gun-control,The first person to lose his life due to the second amendment is a person with the right to carry a weapon.,False
education,All the students in the sandpit are from low income families.,True
environment,A new report says that the government is taking steps to reduce water use and pollution by a third.,True
elections,"Congressman David Wexler, who is running for governor, is facing Republican incumbent Jeb Bush.",False
jobs,A jobless rate fell to 8.6 percent in September from 12.6 percent in May.,True
veterans,tens of thousands of veterans of war and reservists have returned home and have died.,True
foreign-policy,The Iraqi president said he was considering withdrawing from Iraq.,False
budget,This year's budget is the first time the UK has imposed a budget cut.,True
elections,the US has announced that the US will hold voting for the November 8 presidential election.,False
economy,Japan's recession has hit exporters,True
environment,The oil and gas industry has not achieved its goal for the year despite the rising prices.,False
taxes,Some of the taxes that are owed are the result of a lawsuit filed with the IRS by a former lobbyist.,True
taxes,As some as 80 percent of the IRS's revenue from the sale of tax certificates went to states;,False
taxes,The Senate bill is a key measure and allows Congress to move the tax-payer responsibility for paying taxes away from an individual individual to a more centralized structure,True
foreign-policy,"Iraq has been renamed as ""Iraq -Urbania""",False
military,"""American troops are in a war zone""",False
climate-change,climate change will kill millions,False
health-care,"More than five million Americans have canceled their health insurance, according to a study released last week .",True
jobs,The country's economy lost 7.4 million jobs last month.,True
immigration,"a US immigration officer says he was charged with being a ""rapist.""",False
budget,The budget released today contains billions in cuts to the deficit.,False
gun-control,"Assault rifles could be used to do more harm than good, the UN warned.",False
economy,"""There's no reason to panic about the next recession"".",False
gun-control,Gun control is a priority for kavanaugh,True
welfare,When you can't find a job you can use welfare to pay for it,True
gun-control,The House and Senate have passed and the US House and Senate have pushed legislation to ban assault rifles according to a new report.,True
welfare,"The welfare system is not a threat to the health of our economy,",False
veterans,Veteran families are worried about discrimination,False
climate-change,Climate change is now being seen as a serious threat to food security.,True
foreign-policy,The United States has not struck Iran despite U.S. assertions that it is no longer a nude nuclear power.,True
military,"The military has to provide a force of 30,000 to 50,000 for combat operations,",True
veterans,Most of those in the hospital's observation wards are veteran-trained caregivers.,True
jobs,The number of newly created jobs in the U.S. will more than double to 70.4 million by 2017.,True
trade,Japan trade deficit lowered by 81%.,False
transportation,The new airport was announced in June .,False
homeland-security,U.S. official: U.S. is focusing on counter-terrorism.,True
veterans,An expert says veterans need help,True
homeland-security,The bill reaffirms the nation's statutory obligation to prepare for the possibility of a terrorist attack or mass disaster.,True
transportation,One of the airports that is a hub for Delta is in the middle of an airport expansion.,True
trade,The trade deficit widened.,True
crime,robbery in russia in april.,True
transportation,The government is building new public transportation systems,True
elections,A judge has rejected a request to intervene in US primaries,True
veterans,"The bill would allow a tax benefit for veterans to help pay for a range of activities including housing, medical care and education.",True
energy,"The state plans to make energy a competitive enterprise, he says.",True
budget,"e.g. , tfo has set up a project to make computers smarter.",True
taxes,The u.s. senate approves new tax rules for corporations,True
crime,A woman faces murder charges because she is a frequent witness to violent crime.,True
jobs,"Obama blasted tax proposals, saying they will boost the economy",False
foreign-policy,US aide says president Obama will withdraw from Iraq.,False
military,iran is preparing for military strike,False
military,The US military has a long history of providing aid to Iraq.,False
foreign-policy,Israel has never attacked Iran.,False
crime,The mayor of New York is facing a lawsuit against the city over the handling of his son 's death in a school shooting.,True
trade,US president Clinton wants to rescind trade protections,False
education,The state budget will be a new governing body,True
energy,"As of April 15, 2017, the U.S. has no federally mandated energy fuels standard.",True
environment,There are no cyanide or lead fillings left in many of the oil tankers.,True
welfare,Democrats plan to increase benefits in welfare program,True
veterans,Thousands of Americans are killed by illegal veterans rapes.,True
foreign-policy,Trump is accused of stoking instability by announcing a trade agreement.,False
foreign-policy,"Obama had given the region a second chance, but it was still a dead end",True
taxes,The tax-exempt status of contributions is due to expire,True
gun-control,NRA executive director Rob Schmitt says gun control is a top priority,True
taxes,"'s tax code has been written in a way that 's less friendly to small businesses,' the IRS told Fox News.",False
economy,Governments often do not put money behind their policies.,False
transportation,I-95 was a highway,False
foreign-policy,Iraq's new leader is calling a NATO summit,True
climate-change,"In 2005 , it is projected to rise to the top of the list of the most-dangerous places in the world to live .",True
taxes,US government has lowered the VAT for most businesses by 20 percent,False
elections,john mccain will vote for his favorite candidate from the yankees' own camp,False
homeland-security,Washington is investigating how to make homes more secure,True
crime,There was no official record of any suspects from terrorism or other overseas criminal activity in the United Kingdom.,True
gun-control,President Obama cites new law as reason for banning assault weapons.,True
environment,The U.S. has issued guidelines on the use of pesticides to protect the environment.,True
jobs,The Obama administration has failed to create enough jobs to meet forecasts.,True
climate-change,The United Nations has named the polar ice caps as the largest contributor to polar ice shelves,False
budget,"At a moment when all our nations are confronting the budget deficit , it is the time to put our faith in the budget .",True
economy,The pound slumped against the US dollar as more investors and bankers rushed to buy the pound.,False
foreign-policy,The president did not give a public statement on Iraq,False
crime,The US Federal Bureau of Investigation is taking a new look at its policies on racial profiling.,False
gun-control,The gun control proposal that was on the floor of the House of Representatives is now on the House Floor.,False
budget,President Obama wants to increase deficits,False
education,"A new study in 'Dignity of Education: The Need for Community Action,' published December 2009 by the Massachusetts Institute of Technology, says that there are fewer teacher deaths in schools.",True
environment,No rain fell in the US for weeks in September 2005,False
environment,"In January, a reversal in polar bears' disappearances led to new worries about global warming.",False
energy,It is unclear how much the EU might contribute,False
military,Russia is considering military expansion in Pacific,True
economy,Bank mergers causing concern about global economy,True
homeland-security,The program was renamed Homeland-Security-Strengthening.,True
energy,a new power plant will also need to be built,True
environment,"Ivanpah scuddled a baby elephant, then he left the elephant",False
taxes,Several Republicans have called for a cut in the income tax rate for individuals in 2012.,False
energy,President Clinton made a speech on climate change the day after the disaster.,True
transportation,The government and the industry have come to terms with the change,True
immigration,Mexico is now building a wall along its borders with the united states.,False
homeland-security,"In recent months, the Pentagon has had to be more careful with personnel in Iraq and Afghanistan.",False
welfare,Welfare is a way to support low-income people.,True
welfare,"During the week of the Republican National Convention, there was a poll showing Republican candidates as the favorite to win the Presidency of the United States.",False
veterans,VA spokesman says it was wrong to refer all vets to the VA.,False
foreign-policy,"The foreign policy of the United States has increased in recent weeks , leading to more debate over its foreign policy strategy.",False
energy,Canada was the first country to launch its oil exports to Mexico.,False
homeland-security,a nuclear test ban was on the horizon,False
veterans,The veterans are suing the government over the law.,False
veterans,The law does not offer free legal services to those who served in the military.,False
education,US Secretary of Education Betsy DeVos's office to look into legalizing abortions.,False
jobs,The amount of jobs added was the same as last year.,False
trade,The US government is reopening the tariff-free market to imports.,False
military,"The United States Marine Corps is fighting a war in Iraq that has seen all of the combatants die, and the remaining survivors are in good health.",False
environment,There is now a ban on hunting,True
military,The U.S. military is expanding its arsenal.,False
climate-change,The US Senate passed a bill aimed at slowing global warming at last week 's meeting.,True
immigration,The remittances must only be for those with the right to live and work in Canada.,True
elections,The presidential election was overshadowed by the campaign of Donald Trump.,False
budget,the budget does,False
environment,Environment ministry : pcdsf is to reduce the pollution from coal plants,False
taxes,"In the 2012 tax budget, the Bush administration increased the standard deduction for personal exemptions to $14,000",True
environment,The government wants a ban on ethanol vehicles,True
foreign-policy,Israel must have the support of all other Arab states,False
crime,New rules in the prison reform system could allow the use of electronic monitoring for inmates,False
crime,This is so bad that police have already begun to question the most vulnerable in the society,True
welfare,"""We have no choice about this.",False
jobs,Jobs and jobless claims hit record high in June,False
jobs,The company has set up a new location for its headquarters in the city.,False
climate-change,a new report said that oil imports had surged .,False
welfare,People who have lost their job and went on welfare have no jobs,False
crime,"During he campaign, the federal government promised to provide $900 million in emergency grants to help those affected by the natural disaster.",True
health-care,President Obama has said he will seek to repeal Obamacare,False
crime,The gang members were not caught because of the policy.,False
energy,The oil industry feared that the government plans to impose curbs on drilling activities in certain places.,True
health-care,Obamacare has a mandate that it pay for health care,True
trade,President Donald Trump says he will close talks on NAFTA by Wednesday.,False
taxes,"In the U.S. Congress, the president signed the American Taxpayer Relief Act",False
taxes,The Bush tax cut plan lowered the tax rates a bit,True
energy,Obama told russian leader that Iran will not supply Iranian oil,False
health-care,Obama will put his plan on the resumption of construction of the state's medical school.,False
foreign-policy,"Israelis accused Hamas of attacking Gaza targets, provoking an international uproar.",True
climate-change,a record number of people are living with the effects of global warming .,False
military,Military is preparing for new fight in Afghanistan.,False
education,Education is key to a job and well-being,False
elections,Obama was not able to call an election.,False
energy,New Zealand's renewable energy industry is expanding,True
veterans,The president of the United States said that veterans and their families were encouraged to become doctors .,False
gun-control,Guns could be legalized in all 50 states under the new law.,False
veterans,The New York Times did not pay tribute to veterans.,False
transportation,An accident in a bus caused the bus to crash with a motorcycle.,False
veterans,The majority of veterans agree that the government should provide benefits to veterans.,True
energy,: a recent study,True
military,The Pentagon has refocused its efforts on combatting terrorism and counter-terrorism and reformed its anti-drug division to focus on the war on drugs.,False
gun-control,This group is for gun control.,False
foreign-policy,terrorism has been on decline for the last 15 years.,False
military,"The former chief of the Nigerian navy, General A. J.Bellamy, was sacked.",False
environment,The government is trying to stop the dumping of the water from a new dam.,False
transportation,bgmc has bailed on plans to build a bmv.,False
trade,There are no changes for U.S. exports from China to the EU.,False
taxes,The government has a plan to cut taxes but not the cost of it.,False
energy,energy costs in america has increased,False
education,Education is a right for all,False
taxes,Obama proposes new tax on fast food,True
veterans,"Veteran's Affairs: New Veterans Claims, Challenges and Awards.",False
climate-change,China and India have announced that they will meet on Monday to settle their differences over climate change.,False
military,"The United States military in the United States consists of many divisions, branches, and organizations",True
foreign-policy,Iraq was nominated for the Nobel peace prize for its role in the world war.,False
environment,There is no global climate change.,True
elections,People voted on Tuesday in U.S. presidential election,True
climate-change,Politicians can't get climate change out of their heads because it has no solution,False
gun-control,Republicans think that gun violence is only a problem of a few.,False
education,"The majority of students are from low-income families, he said",False
economy,The economy will recover when the US starts a new round of hiring,True
elections,The UN called an early vote,True
gun-control,Gun laws are passed in the same country where shootings of police officers have been recorded more than 50 times,True
taxes,We do not have a universal system of taxation,False
environment,Environment Ministers met on climate change,True
welfare,President Bush slashes welfare.,True
welfare,Welfare has been slashed on the state.,True
welfare,The number of people receiving welfare is in decline.,True
energy,Australia has become the world's biggest energy exporter.,False
budget,The budget cuts more than $105 million from health care spending,False
homeland-security,The United States and its allies agreed to launch a satellite surveillance system.,False
crime,"In a new report released today , police in the United States have issued a new warning about the danger of unidentified serial killers in America.",True
foreign-policy,The US has a major role in foreign policy.,True
energy,Energy Secretary Frank Lampard urged Japan to stop nuclear reactors and to consider building an entirely new energy source.,True
education,CNN named a new Education Editor.,False
trade,A trade agreement on goods and services for the European Union was signed in April.,False
elections,Some of the candidates at the polls today have never been elected,True
education,The average number of students enrolled per classroom grew by 3 percent .,False
homeland-security,The president told delegates he knew from personal experience of bringing a child home from Afghanistan.,False
immigration,Obama plans to release a major immigration plan,False
budget,Bill Gates has a new budget,False
taxes,"By claiming the deduction, the taxpayer is effectively claiming a deduction.",True
climate-change,Global warming will never be at 0%,False
crime,"he says he has ""no idea"" what to do with the case.",True
gun-control,Mr. Obama's pending ban on assault weapons was rejected by the Supreme Court.,False
taxes,Congress approved legislation requiring a two-year budget for the treasury.,True
jobs,The jobless rate is above 75%,True
transportation,The UN is to impose a new air and ocean ban on China in 2006 .,False
health-care,The president is making huge changes to health care.,False
veterans,"""Our veterans often have difficulty reintegrating with society due to post-traumatic stress disorder.""",False
budget,The senate is trying not to have a budget.,False
trade,No major nation has veto power over Chinese imports,False
jobs,In May the U.S. economy employed nearly 25 million people.,True
military,There is an explosion of military spending by the USA in the first two months of this year,False
foreign-policy,The Iranian Revolution is still going on and the US is supporting it.,True
crime,The government should make sure that criminals use alternative coping strategies to try to avoid the harsh penalties of the law.,True
climate-change,The U.N. has outlined goals for limiting global warming to 1.5 degrees C.,True
military,The military is assisting rogue states in their terrorist activities.,False
economy,"During a crisis, the Fed has not raised interest rates.",False
homeland-security,A security guard in New York has been slapped with the death penalty for obstructing justice.,True
health-care,The president announced the government would expand health benefits in order to cover the nation,False
jobs,Billions of dollars in loans from taxpayers of all countries were repaid in 2005.,False
foreign-policy,France urged the U.S. to halt arms to Iran,False
jobs,The jobless rate is at a low point.,False
health-care,Obamacare has the right measures in the right place to give insurance companies the authority to raise health premiums,False
trade,A trade expert says trade with China could go up by 2% in 2012.,False
jobs,The number of private-sector workers is expected to increase 10 percent.,False
veterans,The state government is providing benefits to veterans by extending pension benefits.,True
crime,"""By the time the evidence was finally considered, the defendant felt he had little or no chance in winning.",True
welfare,"We can make the system more effective by putting an emphasis on early childhood education, he said.",False
foreign-policy,The United States and hegemonic China will never recognise the UN Declaration on Human Rights.,True
military,A US military base is under attack.,True
transportation,People are concerned about air travel.,True
military,Air force recruits are urged to join the air force.,False
climate-change,The UK imposed a  1% tax on greenhouse fuels in an effort to reduce global warming.,False
budget,Government cuts the spending budget for the fourth straight year.,False
trade,China will open foreign market to new products,False
veterans,Veterans will hold a special ceremony at the US Capitol.,True
energy,The renewable energy industry will lose $13 billion by 2020.,True
health-care,The bill would create a national medical insurance card.,False
climate-change,A study found that greenhouse gases have been caused by human activity.,False
transportation,mtt fares go up by 30 cents a gallon in california,True
homeland-security,"According to a news story by Reuters today, President Bush has asked Homeland Security Secretary Janet Napolitano to authorize military contractors to begin a review of the military's missile defense system.",False
immigration,"Immigration is the largest segment of the U.S. economy, accounting for more than half the economic output.",True
education,fpi reported that the federal government has made $1.6 billion available to help pay for a teacher training program in every college state that receives the state's funding.,True
welfare,Welfare recipient is on his fifth child support payment,True
gun-control,gun control has been largely a success .,True
transportation,There are no new international flights on the roads,True
environment,Obama announces the creation of the first national park on the olympics floor.,True
taxes,The Senate voted a bipartisan bill to make the deduction a personal exemption.,True
climate-change,Global temperature is rising,True
transportation,ICBC says the company must provide transportation to the plant,True
veterans,: Veterans get credit for their lives but no credit for their battles,True
elections,UN has voted to set aside deadlines for elections,False
jobs,The yankees will lose their jobs,False
economy,The US economy is booming once again.,False
economy,"The resulting economy continues to be hampered by unemployment, and the government should act now to try to avert a crisis",True
elections,The New Jersey governor urged voters to stay away from crowded election venues.,False
veterans,Veterans should be notified as soon as possible to ask for benefits in place,False
economy,"In 2015, the economy declined by 0.7%.",False
elections,U.S. voters vote for candidates to lead a country for the first time,False
welfare,"Welfare is now considered a ""right""",False
homeland-security,Homeland security officials have sworn in a new head with a security clearance.,False
taxes,Most Texans owe more in taxes than they pay,True
trade,a trade deficit is a trade imbalance,True
crime,No gun violence in New Jersey,False
military,Many of the men were retired and in low-ranking or semi-retired status.,True
climate-change,The UK has seen a sharp rise in sea-levels but no favourable changes in the climate.,False
jobs,The president has announced job cuts for most of his cabinet.,False
crime,A man who was in trouble for drug trafficking was on holiday on a boat.,False
transportation,a new flight will use a new track to eliminate delays,False
climate-change,The global warming caused by human activities will occur more if the global population continues to increase .,True
transportation,Airbus plans to cut 380 jobs,False
climate-change,Climate change has caused a rise in sea levels,False
budget,the senate budget released,False
immigration,Immigration officials say a new system of quotas is needed for those receiving work.,True
education,It is impossible for private schools to change teaching methods,True
energy,sulfur dioxide is produced by human activities and a greenhouse gas,True
foreign-policy,President Bush has said he won't sign a treaty that would revoke the US's Iraqi-led war.,False
welfare,New welfare laws will prevent people from paying taxes if they donate money.,False
homeland-security,The CIA is assisting the Pentagon on a nuclear missile defense system.,True
gun-control,The NRA released a statement Monday claiming that President Obama did not sign the background check bill.,False
education,Education was a top priority for the incoming government.,True
budget,Democrat says budget proposal will save $4 billion,True
homeland-security,iran's new leader rejects u.s. claim of scuttling anti-terrorist operations,True
military,Some military personnel will now work as civilians.,True
foreign-policy,The US and NATO have increased their defences.,True
education,Education policy makes students more intelligent,False
foreign-policy,"As the threat of terrorism grows stronger, Iran's military leaders",False
climate-change,"climate-change is the only one factor that sunk America 's efforts to help children, she said.",False
immigration,The NSA continues to pursue illegal immigration,True
education,The first school to get a new computer was only in the United States.,False
taxes,Taxes may go up,True
immigration,The Trump administration has a policy of amnesty for illegal immigrants.,False
jobs,john clinton resigned on 10th january,True
military,Defense Secretary Donald Rumsfeld and Air Force Secretary Eric Shinseki today discussed the need for a new strategy to protect the homeland against terrorists,True
welfare,", many of those who are left homeless and living in emergency shelters are actually receiving food, medicine and money for their families on welfare.",True
taxes,The US Supreme Court ruled in 2012 that foreign governments could evade income taxes.,True
elections,thailand wins first general election,True
military,A spokesman for the Australian Department of Defence has said that the U.S. army is looking to establish a new combat unit in Afghanistan.,True
