subjects,statement,label
climate-change,The United States of America 's climate change will make it less costly to import corn .,True
crime,In a new study police made an unplanned visit to a prison where prisoners were being held for allegedly drug-related offences.,True
veterans,It is not illegal to serve in the military.,False
immigration,The number of illegal immigrants has risen substantially.,False
jobs,The US doesn't need more jobs,False
elections,"""Operation Welch"" lost in the general elections",True
education,"In 2008, we set a goal of raising our reading scores by one point per year.",False
economy,Obama's economic stimulus package was backed by $300 billion,False
veterans,The number of veterans injured has risen.,True
foreign-policy,The report said that President Obama is 'not likely to do much to stem the flow of Iranian oil to the Syrian border'.,False
crime,The police believe it was a drug dealer supplying heroin to a teen.,True
transportation,Many truck drivers and trucker organizations are now offering a range of benefits,True
jobs,"In the middle of the recession, companies in the United States added more than 244,000 jobs.",True
gun-control,Guns were banned in New Zealand in June,True
crime,The police are not permitted to arrest people at the scene of an accident.,True
environment,The plan allows the government to allow sewage to flow off the river system into the gulf because that would not damage the environment.,True
health-care,President Obama will announce at 6pm today that health insurance will be available for everyone .,False
welfare,"According to a recent article in the National Press Club, the United States Senate gave President Barack Obama major welfare rewrites after Congress cut aid to the poorest.",False
economy,The economic policy for the year 2008 was aimed at improving the public finances of the country.,True
veterans,Iraq war vets need to be treated at hospital and in VA centers,False
crime,In july a person was charged with assaulting her ex-boyfriend with a baseball bat,True
homeland-security,"Obama administration to rethink ""preventive action"" strategy",False
elections,A slew of new candidates has sprung up in the United States in recent days.,True
veterans,"The number of veterans in the U.S. has risen in the past few years, and new rules are aimed at addressing the problem.",True
crime,A New York woman's suicide attempt was traced to a spit-ball machine .,False
homeland-security,Police in New York City were seen at a home sat on the ground ringed by smoke in what appeared to be a response to a bombing.,False
environment,Thousands of icebergs have washed up on beaches in Antarctica due to environmental damage,True
immigration,"Obama will unveil ""Dreamers"" law soon",False
jobs,A new employment report finds that jobs are declining at a faster rate than wages,False
budget,"bc has been hit by budget cuts,",True
elections,The elections are being contested by parties including the Communist Party of China and Communist Party of India,True
environment,The European Union has agreed to put a cap on the amount of water used in construction.,True
trade,No country has ever suffered more from the impact of trade than China.,False
taxes,It's very expensive to keep business tax in the United States.,True
budget,Government launches new budget a bit later,True
military,The military is a part of American government,True
military,The Russian military has formally approved the use of a new technology called hyperspectral imaging (HSI) to detect enemy explosives.,True
education,What is the best way to invest in education?,False
energy,"US stocks fell on Wednesday, as energy prices continued to fall.",False
elections,Voters are encouraged to vote early in order to increase voter turnout.,True
homeland-security,The CIA's counterterrorism unit has begun an 'information technology and operations integration review' of the agency.,True
environment,The water-tight seals of the vessels that transport the chemicals,False
transportation,He said the country needs to build more airports.,True
jobs,The Obama administration has failed to create enough jobs to meet forecasts.,True
trade,President Trump says China will increase trade with Europe,False
education,In this example the government of France has allowed a number of private schools to open,False
military,The U.S. armed forces are threatening to sever ties with the South Sudanese military.,False
foreign-policy,Israel says peace talks with the Palestinians are not going well,False
education,US Education Secretary Arne Duncan is under fire for allowing his staff to snoop via the public internet.,True
foreign-policy,The world was left to the United States to solve its problems,True
budget,Congress has set the budget for next year at about $15 billion for the government.,False
elections,The election is a direct vote,True
budget,Prime Minister John Howard promised to release the budget in time for Tuesday's vote.,False
taxes,The tax on imports has been raised,True
foreign-policy,A foreign president who is a dictator can affect international relations forever.,True
health-care,ObamaCare is designed to be a one-stop-shop for health-care choices,True
trade,"In the second round of international trade talks, the US and China will meet on a new round of talks.",True
economy,The American economy has already hit the lowest point in more than a decade.,False
taxes,Obama has called for the death tax to be raised.,False
budget,The UK will cut the deficit to 8% of GDP in 2014,False
immigration,Obama said he listened to his party's concerns in talks with the president.,False
climate-change,a new study says it is the first time that ice has been found in a polar sea ice layer,True
foreign-policy,Foreign Ministers discuss Iraq.,True
health-care,The President has been slammed for spending more on health care than Democrats did in the last election.,True
trade,U.S. stock futures were flat in Monday trading,False
gun-control,Gun dealers are selling guns to people,False
veterans,Vietnam veterans may have to pay more for medical care.,True
jobs,US job creators will have to do more with less,False
welfare,Welfare benefits to increase next week,False
gun-control,They will be asked for a bill that would ban guns from people's homes.,False
energy,US Secretary of Energy Rick Perry and the head of the National Renewable Energy Laboratory have signed an agreement.,False
economy,a new deal with europe should be made to revive the economy,False
climate-change,Climate change is a factor in the decline of forestlands.,False
transportation,A train travels 78 miles an hour.,True
veterans,"The enlistees should be required to pay an additional fee for any medical, dental, and vision care, and should receive mental health treatment.",True
welfare,New welfare laws will prevent people from paying taxes if they donate money.,False
jobs,The recession is bringing billions in revenue to the unemployment bank.,True
budget,UCC: Plan ?xml:namespace prefix = utf-8 ns:namespace prefix = utf-8 ?xml:namespace prefix = utf-8 ?xml:namespace prefix,True
veterans,Veterans are often discriminated against by the government because of their status as a veteran.,False
jobs,Jobseekers were complaining about how long it took to get the job,True
immigration,soaring cost of healthcare,True
economy,People are afraid of the banks,False
foreign-policy,Bush plans to visit Asia to bolster ties with Beijing,False
immigration,nyc mayor creates immigration task force,True
economy,U.S. economy grew at fastest rate in nearly 50 years,True
welfare,Welfare benefits are falling by more than 7%.,False
economy,The Fed's recent stimulus is the worst the Fed has ever been.,False
welfare,Welfare is often seen as a tool for improving the lives of low-income families.,False
military,He said the army would have to stop flying and do better to their troops.,False
taxes,Many people thought that taxes are based on the difference between income and assets.,True
welfare,The federal government says it will begin to use a blockade on welfare benefits to fight off robbery and prostitution.,False
environment,The environmentalist leader of the city is said to be a huge environmentalist.,False
gun-control,The US Department of Justice is using the case to strengthen its position.,False
trade,It has a quota.,True
energy,Europe’s energy system is the world’s largest.,True
budget,The bill is titled the reorganization of the department of revenue .,True
foreign-policy,u.s. officials deny al-Qaida is behind attack on pakistan,True
climate-change,a study found global air pollution caused by human emissions of carbon dioxide has risen tenfold with a corresponding rise in sea levels,True
military,Israel's military and its ally in the West oppose the new policy.,True
welfare,"""Obama is cutting $80 billion from welfare programs.""",False
education,The US Supreme Court has overturned a federal ruling,True
energy,The US has announced plans to buy nuclear power from China.,True
immigration,The Bush administration has a plan to build a permanent legal immigration system.,False
welfare,Welfare has helped families,True
elections,"In the presidential election, Kerry, Clinton, Bush, and Obama all lost.",True
health-care,The national health insurance program was incorporated,True
elections,a major opposition candidate defeated an incumbent candidate in the election,True
economy,American economy is booming,True
veterans,Veterans are receiving little attention in VA policy.,False
economy,europe economic outlook has pushed up unemployment rate to record 11.1%,True
environment,U.S. officials have proposed tax increases to discourage oil exploration in areas already at their peak.,False
budget,The House approved a $9.6 billion bailout of the state for disaster relief.,False
taxes,Democrats have tried to make up lost tax savings at corporate level.,False
welfare,"Clinton's welfare reform bill would put 800,000 children on Medicaid, according to a source.",False
energy,Trump will be a strong supporter of renewable energy,False
health-care,President Obama says he is going to lower premiums,True
immigration,US President Trump 's immigration policies will be slashed,False
immigration,Immigration is an issue that largely determines the balance of power among the people.,True
trade,The Obama administration has not yet formally decided on a policy on trade.,False
health-care,Obama is not threatening to cancel health-care due to unpopularity.,False
transportation,The UK Government is stepping up efforts to promote safe and economical transportation.,False
immigration,u.s. says it will raise taxes on illegal immigration,True
immigration,"The New York Times cited the new ""Law and Order"" series for its claim that President Obama ""isn't going to like this immigration law"".",False
immigration,Immigration in US illegals now number about 2.4 million.,True
crime,Snitching in a street is a crime.,True
trade,The company is reliant on the exports of corn as well as wheat.,False
economy,The euro has no exporters,True
veterans,Vietnam veteran pleads for help from others,False
energy,It's claimed that China is a major producer of wind power.,False
immigration,The federal government was reviewing possible immigration laws in Arizona,False
jobs,The government wants to increase the number of government jobs in the country.,True
jobs,It's a job creation plan in one of the worst places in the county to do it,False
immigration,Obama is announcing a new immigration policy,False
veterans,The new law does not apply to individuals living in the home.,False
health-care,The health-care law will help a teen with a cancer diagnosis.,False
trade,The agreement prevents U.S. - China trade wars.,True
taxes,Many experts say that tax reform should be done,True
trade,The World Trade Organization has called on the United States to ban goods which have been tainted by toxic metals.,False
economy,The recession has weakened the economy.,True
taxes,"A new tax will bring revenue from the taxes of the people, but the government is being forced to reduce payments to help the deficit.",False
immigration,The immigration system allows for individuals to gain a green card through the use of green card lottery.,True
health-care,The new Bush administration promised to cut health care costs by a third by 2014,False
gun-control,the country has no single law requiring people to obtain a license to own a gun.,True
jobs,Jobs are lost due to shortage of skilled workers.,False
jobs,u.s. job creation hit four-year low as jobless rate soaring to 6.5 percent,True
health-care,"The health-care law was introduced in the second week of May , 2015.",True
environment,Pollution from nuclear power could halt in US state,False
immigration,He was a supporter of limiting immigration,False
budget,Budget cuts budget will be a big problem,False
climate-change,he said there is a link between climate change and global poverty,False
welfare,Welfare program is a way for individuals to help their families with food.,True
budget,The budget has been approved by the federal cabinet,False
taxes,if a taxpayer has no return to file the return may be subject to interest or penalties,True
environment,"In September 2007 , scientists predicted that the polar ice caps will melt by 2010.",True
elections,The Obama campaign said that voters will see that a candidate with an obscene speech has no chance in winning the election.,False
homeland-security,cisco : the net will be the first cisco box to be a dfc if it allows network-assisted applications,False
foreign-policy,he is the first American president to return to Afghanistan,True
military,As military prepares for the surge in Afghanistan troops,True
transportation,The air traffic controller for New York City is retiring because of poor performance.,True
jobs,It is a great time to get a start on your career,True
education,Bill Gates announces a new education system,False
environment,The government plans to build more dams in the country to help the environment.,False
economy,a new global financial crisis has sent stock markets plunging,True
budget,US budget cuts to nasa as nasa warns of threat of budget,True
welfare,Washington is moving a way to eliminate welfare work requirements with a new law.,True
welfare,"If you choose to work, you can lose your benefits.",False
climate-change,the United Kingdom is the most effected.,False
transportation,One of the airports that is a hub for Delta is in the middle of an airport expansion.,True
taxes,The tax code is being changed to make it harder for people to evade taxes.,True
crime,The police have used a new system to catch drug dealers.,True
veterans,"By 2008, thousands of veterans will be receiving assistance from the government",False
foreign-policy,U.S. trade pacts end conflict in Asia,True
economy,US is the world's fifth largest economy,True
taxes,"American taxpayers get a tax break, Reuters reports",False
military,muslim troops stationed on island in iraq,True
economy,"The US economy is strengthening due to lower unemployment, lower interest rates and the government 's failure to stimulate the economy.",True
crime,New York City police arrested a juvenile charged with robbery.,False
environment,"The reed-fringed site , a few miles off the Georgian coast, has been designated a heritage site by the Georgian government.",True
trade,"AOL had 250,000 users after its deal with Apple",False
environment,Australia is to introduce recycling at its largest paper mill,False
military,The American military will not send any new combat aircraft in 20 years.,False
gun-control,Several states are pushing hard to increase gun regulations.,True
environment,A major environmental group called envirowatch made a similar call to ban testing in the uk .,True
immigration,President Obama released his executive orders on immigration Thursday.,True
economy,President Obama tries to reduce the deficit by taming credit card interest rates.,True
transportation,"There are more than 20,000 vehicles driving around in New York City despite the crash.",False
environment,An Israeli company invented a cleaner to use as a car battery.,False
homeland-security,The U.S. military is threatening to use a manned spacecraft to locate a ship carrying nuclear weapons in a disputed region off the coast of Somalia.,False
veterans,"As a result, veterans were urged to move to new homes in the area",False
veterans,Veterans are entitled to be voted in.,False
gun-control,a gun law was considered for a second term in office.,True
elections,senate president resigns his seat,True
military,The US military is planning to use the missile to carry out a nuclear attack.,False
transportation,The new project allows the airline to rely on air travelers.,False
taxes,President Obama argued against raising taxes on the rich,False
climate-change,Researchers say that global warming is set to continue .,True
health-care,Obama Health-Care Act repeal passes by 3 votes,True
environment,Greenpeace says the government needs to cut emissions,False
crime,"""People who become addicted to drugs do not seek legal help for it.""",True
military,UN chief wants global war on terror to be made the sole decision of nations.,False
jobs,There are no job losses in the construction sector after the financial crisis.,False
crime,The police arrested him four days before the case was charged with rape in the city of Long Beach.,True
trade,merrill had more exports than imports,True
homeland-security,Pentagon says no other nuclear threats facing the U.S.,True
crime,She gave a tour of the jail a couple of years ago.,False
military,A spokesman for the military said the government was negotiating with the government.,True
budget,"At a news conference in Newark on March 12, 2001, the budget was passed.",True
veterans,"The bill has been passed, but Obama has urged veterans to sign it.",False
energy,U.S companies and countries are gaining from energy supplies,False
immigration,"President Putin has announced a new plan to deal with the country's ""problematic migrant problem"".",False
health-care,Obamacare is a plan that aims to provide health care for all Americans.,True
elections,Russia is the biggest contributor to the election campaign.,True
welfare,Welfare fraud: Number of recipients in welfare program has declined,True
energy,The world's third-biggest energy company is headquartered in Asia Pacific.,True
trade,In July the government passed reforms to trade rules.,False
trade,People aren't buying cars.,True
crime,"As many as 100,000 criminals are being imprisoned without trial because of laws relating to drug trafficking.",True
energy,The government will reduce energy prices.,True
education,The state is currently seeking to replace the old state based system with a federal one.,True
budget,The budget has raised the spending caps on the budget bill,True
military,UNK is the largest unit in the US Marine Corps,True
budget,The Chancellor has set a new target for the deficit but not a date on when it will be done.,False
trade,UPDATE: A trade proposal is moving forward.,False
homeland-security,"The US will not deploy troops on the battlefields of Iraq and Afghanistan to counter terrorism, a senior official said.",False
environment,More than half of people living in China have suffered from diabetes .,False
energy,The energy secretary is resigning and stepping down from his post.,True
military,The U.S. military does not have enough manpower for the current mission.,True
crime,FBI agents have arrested 2 more criminals.,False
veterans,a year ago a new law was passed that allows veterans to marry outside the U.S. military.,True
jobs,The state will spend nearly $100 billion in total on workers' benefits.,False
military,A US military base is under attack.,True
economy,ecigs will cut back on tax breaks to help the economy,True
health-care,ObamaCare: A Look at the Issues,False
economy,New Zealand had cut its deficit target and the economy was improving.,False
transportation,The new pact will allow the government to purchase more rail vehicles.,True
immigration,"The United Species Act, which allows the federal government to grant immigration status, was passed in 1976",True
budget,The Senate voted last week for the omnibus budget for 2013-14.,False
transportation,The DOT has asked the federal government to look into their system on a more comprehensive basis.,True
military,"U.S. soldiers and their families, some with disabilities, are urged to wear earplugs to protect their hearing",True
health-care,Obamacare costs $13billion and is about to pass,False
health-care,The government has raised premiums on health insurance by over 5 percent,False
education,The U.S. Department of Education announced it will invest $935 million in a new school system.,False
energy,The federal government has put energy costs on the federal budget,True
taxes,The tax-plan for individuals will rise if current legislation doesn't pass.,False
veterans,Several veterans were killed in an assault on the United Veterans Benefits Office in Orlando this week.,True
trade,China has launched the country's first free trade zone,True
immigration,"Obama says he will ""close loopholes"" in deportation orders.",False
military,The US army has ordered a new war plan that would go on the back of its war in Iraq.,False
health-care,Obamacare gives states authority to regulate cost-sharing,True
foreign-policy,": ""It's not enough to just go to the region.",False
energy,U.S. oil supplies increased from 6 percent to 14 percent,False
budget,"As we owe the government money, we can start to get it back",False
immigration,President Obama was praising Mexicans for building borders with U.S.,False
veterans,Veterans are under increased pressure to perform household duties.,True
elections,a member of the european parliament was a candidate in the european elections.,True
military,The military would not be forced to withdraw from Iraq and Afghanistan,True
environment,Climate change is so perilous that we need to rethink our stance on greenhouse gas emissions,False
transportation,The train took about an hour to reach the station.,True
trade,britain's biggest trading partner with the US,True
military,The US military has received the top award for foreign policy for the first time as it seeks to improve relations with Russia .,False
elections,Democrats voted for the country's first woman senator,False
environment,"In 2008, the United States government signed the Clean Power Plan requiring industry to limit pollution from energy use, emissions, and water use and to reduce energy use.",False
immigration,President Obama wants border protection for illegal immigrants.,False
foreign-policy,Iraqi leader ordered air strike at US consulate.,False
jobs,The new jobs are to replace those left in the red,True
crime,"he says he has ""no idea"" what to do with the case.",True
transportation,The airways are shut down when in operation,False
welfare,Welfare reform does not always improve the lives of the poor.,True
veterans,Veterans day is celebrated across America.,True
education,Education Minister said the government is working closely with schools for a new system.,True
environment,There is now a ban on hunting,True
economy,A study released today found that the U.S. economy will not be growing at full employment during 2014.,True
health-care,health-care advocates praised bill for requiring insurers to provide more coverage.,True
education,Teachers can not be fired for being involved in sexual misconduct in their schools,False
military,": ""Officials tell reporters that there is no intention of taking the stand now.""",True
budget,"Bush outlined the plans for the 2011 budget to Congress on Tuesday, threatening to stall legislation with a vote of no confidence.",False
welfare,Welfare programs have aided some the poorest in Canada to live better lives than people in the richest nations,True
elections,The first person to run as an independent candidate was Michael Dukakis,True
economy,The US economy was seen as tumbling into a recession last week,False
economy,Obama is the best politician in history for job creation,False
homeland-security,Police launch antiterrorism operation,True
crime,"In 'Two Years, A Woman Was Killed in the Streets of Philadelphia,' the First Responders of Philadelphia were called in.",True
veterans,The Veterans Administration is to make available a new system to help veterans who want to change their locations.,False
foreign-policy,US has been sending troops into Iraq.,False
climate-change,The oscar nomination was a rebuke to President Obama 's climate change position.,False
welfare,"Welfare recipients were able to stop paying taxes, allowing the government to recoup its cost.",False
foreign-policy,"During their tenure, the leaders also faced a series of crises in the Middle East and South Asia.",False
trade,"a former U.S. Treasury official said, ""It is impossible to predict how the stock market, energy policy, financial markets, etc. will behave tomorrow.""",False
jobs,China now ranks lowest for new jobs,False
education,Some people wonder if it is too little or too much education.,True
environment,EPA plans on regulating the use of plastics.,False
budget,No-tax budget proposed to include more tax relief for businesses,True
foreign-policy,Trump is accused of stoking instability by announcing a trade agreement.,False
economy,the total number of households that have high incomes rose 5.3 percent in april from a year earlier.,True
energy,petrochemical firm is investing in renewable energy,True
environment,The U.S. is focusing on clean air,False
foreign-policy,a russian man is reported dead after a shooting in china.,False
budget,China gives US $ 1 billion in aid on budget,False
climate-change,"According to an EPA investigation , the air in New York City is warming faster than in Florida .",True
environment,"In 2013, over 400 species of flora and fauna went extinct in the USA.",False
taxes,Many companies avoid paying taxes and don't properly track income,True
energy,Russia is ready to help Iran in producing natural gas,False
military,Israel has launched a drone attack on a U.S. submarine near Yemen,False
economy,The US economy is doing much better than most countries .,False
jobs,"There are fewer than 100,000 job openings in the area.",False
military,A crater or fault caused by a bomb or mortar explosion has weakened the surface of the earth and made it dangerous to breathe air.,False
trade,The US was unable to meet duties imposed by the World Trade Organization on steel.,True
foreign-policy,Obama is expected to give Russia a nuclear umbrella,True
economy,New policy for financial regulation aims to reduce the role of banks in the banking system,True
energy,The oil prices had been falling and the US consumer had been enjoying a good deal of relief from the collapse of the Dominion Oil Corporation,True
education,The number of new schools in the UK has dropped,True
education,"""Evaluation is very important in constructing a program of education,"" he said.",False
military,The US is considering plans to increase troop numbers,False
foreign-policy,adrienne aikens left as deputy editor of the wctv news network,True
trade,U.S.-China trade volume reaches $640 billion in 2011.,False
health-care,The number of patients who need to drop coverage and return to the individual market after a state mandated waiver was about 100 million.,True
veterans,Veterans Affairs has announced an improvement in benefits to veterans.,True
immigration,Obama to raise minimum wage for all.,False
military,No-fly zone has not been imposed at military bases.,False
veterans,"The legislation seeks to give homeless veterans the legal right to work, own a home and a pension.",True
taxes,"For the first time Congress, on Feb. 7, 2005, issued an executive order banning a tax cut and creating new loopholes",True
military,The American military has no record of civilian casualties in Iraq or Afghanistan.,True
immigration,Mexico and the rest of Latin America have an influx of illegal immigrants.,True
trade,Some say trade in meat was good and bad,True
jobs,"Barack Obama hired 5,000 new jobs in his first days as president.",False
welfare,Welfare recipients have complained about welfare payments.,False
taxes,It had also reduced the taxation of profits.,True
climate-change,The cost of the new energy systems being built is so high,True
education,Schools have no control over teachers,False
environment,There was no evidence of pollution at a polluting smelter,False
crime,New crime laws were introduced in the country.,False
budget,Budget has not increased since 2000,True
crime,A man who had a gun stuffed in his pants at a party has been arrested.,False
foreign-policy,The Bush administration wants to end the war in Iraq.,False
energy,The power plant will provide enough power for 5 million homes.,False
taxes,Tax rates on foreigners in the U.S. are lower.,True
transportation,bgmc has bailed on plans to build a bmv.,False
economy,A new report says that the recession has left businesses and consumers with less than $1000 to spend.,True
gun-control,"If you have to get a gun to protect yourself, then this is the place.",True
welfare,Welfare is a way to support low-income people.,True
homeland-security,A new database will be released this week in a bid to improve data sharing between law enforcement agencies.,False
welfare,Is welfare a statutory right?,False
budget,Budget cuts $2.5 billion on a $1.35 trillion deficit,True
education,There were no teachers or students working at the school in 2007.,True
taxes,President Obama signed a bill with no tax increase in 2005.,False
veterans,"In July, the Obama administration announced major changes to the health care situation for veterans.",False
budget,"The budget did not include money to create a new health care program, the agency said.",False
taxes,The tax system is designed to be fair,True
environment,The global temperature at the end of last year surpassed the previous record for a single year.,True
foreign-policy,"In the aftermath of the 2008 Haiti earthquake, the US stepped up its diplomacy.",True
education,The study finds that women will benefit more from the federal programs.,False
elections,Congress rejected a bill urging presidential candidates to release more information about their businesses.,True
crime,A new crime watchdog is being set up to control crime in this county.,True
climate-change,United Nations Panel on Climate Change is estimating that the world would see warmer temperatures by the end of the century .,True
foreign-policy,US foreign policy aims to make the world safe for democracy.,False
education,the number of students in adolescences dropped by 20%,False
military,The Army reserves say that people in Syria are under occupation.,False
welfare,The government has slapped a ban on child pornography,False
foreign-policy,The US is supporting Syrian rebels who have been fighting in a disputed region.,True
foreign-policy,"U.S. intelligence officials say Russian agents and mercenaries are running a plot to bomb the U.S. Embassy in Paris,",True
homeland-security,The senate bill was unveiled by the presidential administration.,True
energy,Many of the nation 's energy plants are aging,False
environment,Environment Secretary Janet Evans said the latest report of the UN's environmental programme will be released tomorrow.,False
taxes,Taxes will be collected on a wider array of goods and services.,False
education,"The New York Times said, 'The new federal tax reform means the tax credit for working parents who invest in education will start to sour.",True
economy,A bill has passed that would have forced the U.S. to pay more to companies that help the poor.,False
veterans,Veterans who left war leave behind their homes.,False
immigration,"In January, a report found that a majority of American citizens were in the country illegally.",True
homeland-security,dr. koffman 's decision to slash federal homeland security funding aimed at easing the national debt crisis,True
energy,Energy bill to be passed _,False
transportation,"The company offers ""reservation based"" travel across the country",True
immigration,Trump is considering a unilateral action on global immigration.,False
taxes,Tax rates are going up.,True
health-care,This is the latest step on the road for health care reform in this country,True
military,The U.S. military has ordered airstrikes to target extremists,True
military,We have launched the armed forces of the world on the internet and through a plethora of social media.,True
homeland-security,"Defense Secretary Robert Gates said that the Pentagon is being ""inadequate"" in defending against terrorism.",False
trade,The EU is proposing a 2% tariff on beef imports.,True
environment,A bill to limit toxic and radioactive wastes from China was introduced in parliament.,True
budget,"""Chief of the budget department cites a review of the proposed spending and deficit budget",False
taxes,The federal corporate tax rate has been reduced,True
veterans,Vets have been able to get in the house after being turned away by other vets,False
jobs,"More than 77,000 foreign workers in the construction sector have lost jobs after the global financial crisis.",False
crime,Crime is down,True
climate-change,Climate change and global warming is not largely due to humans,False
immigration,"In August, a US judge ruled that migrants should not be deported for reasons connected to their religion.",True
environment,Scientists say the new US fuel standard will damage the environment,False
health-care,Obamacare has the right measures in the right place to give insurance companies the authority to raise health premiums,False
energy,New England is likely to lose the best liquefied natural gas (LNG) export route to the US.,True
crime,"When police investigate their most serious crime, they are not obligated to hand over the evidence.",True
taxes,"Clinton claimed he could not pay taxes and received a $30,000 cash payment.",False
crime,"In a recent survey of 3,500 U.S. police, the number of traffic stops was found to lag behind other criminal groups.",False
elections,A campaign spokesman said that if he did not have enough votes on election day he would not be given the position.,False
welfare,"a year ago, the federal government said no to an investigation into mass welfare cuts.",False
military,the armed forces ached to change their attitude during the protests,False
education,The US is banning private school vouchers,True
climate-change,The United States of America signed a treaty aimed at cutting pollution,True
education,The American Board of Trial Advocates released a report to Congress on 'ineffective' school systems in which teachers were allegedly leaving school before instruction finished,True
military,They have gone on strike since the first day of the war in 2003,False
welfare,Welfare has a positive impact on health,False
transportation,"The mayor of the U.S. city of Los Angeles, A.C., criticized the national airline.",True
military,The air force is a branch of the armed forces.,True
welfare,Congress is preparing to overhaul the welfare system.,False
energy,The oil industry has no power,False
transportation,"I think if we just cut taxes on people with cars, it would be better for us to have fewer cars.",False
foreign-policy,President Clinton has been praised for foreign policy,True
taxes,Trump aims to renegotiate tax deal with European Union.,False
health-care,The Affordable Care Act was drafted under Bush .,True
climate-change,The UN is still addressing climate change,True
elections,Democrats said they would not seek re-election.,False
veterans,The number of veterans is set to rise.,False
welfare,Using the welfare reform bill to help the poor is wrong.,False
military,A soldier dies while fighting for his country,False
budget,Billions will be saved from spending cuts.,False
homeland-security,CNN has denied report that he was involved with war crimes.,False
education,A teacher from a New Mexico school in a wheelchair was found dead of the same cancer in a kitchen sink,True
climate-change,Obama says climate change is real,True
veterans,The veteran is a former U.S. Marine.,False
gun-control,The U.S. has more firearms ownership than any other nation,True
veterans,The amount of veterans who died in Iraq was significantly more than in Afghanistan.,True
energy,The US government has made new rules for oil pipelines.,True
climate-change,"A study by Princeton scientists says that ""The world is doing better at reducing carbon dioxide and has a strong chance of meeting its goal s of keeping temperature rise in the range of 2 degrees Celsius over pre-industrial levels""",False
elections,Obama is still the only politician to win a majority in the House of Representatives.,False
taxes,President Obama proposed 'Breaking Bad' tax cuts.,False
budget,President Obama signed a budget that allows the Pentagon to increase its budget by $27 billion.,False
budget,The federal budget cuts health care.,False
elections,"The number of US troops has dropped, and only the most ludicrous of them are being returned to Afghanistan, the BBC says.",False
environment,This has been happening for years,True
environment,a group of companies hacked a server which store data on the environment.,True
crime,If someone tries to get information on my cell phone they are being targeted by thieves who have a legal right to.,True
climate-change,We will reduce human-induced climate change without an agreement or new policies.,False
gun-control,Gun control is more restrictive in Mexico than in the US,True
budget,Budget reforms will come with new regulations,True
jobs,Obama creates jobs with stimulus,True
trade,"The EPA is threatening to shut down an auto parts plants in Mexico, threatening U.S. job growth.",True
taxes,Republicans are getting a higher tax rate,False
energy,The fucking fucking world.,True
taxes,Tax reform was a major issue to the US and its allies.,True
climate-change,Climate change is the result of man.,False
foreign-policy,Many of the refugees in the world are fleeing war-torn states.,True
military,sailor of the USS Charleston returned after serving in the military for 5 years.,True
immigration,"New york mayor says he won't support ""immigration reform bill""",True
jobs,US economy hits 7-year high as unemployment rate falls,True
energy,China plans to build a thermal power plant,True
environment,"As oil spilled on the gulf coast, thousands fled.",False
homeland-security,The United States announced a new homeland security initiative,True
jobs,Jobs have been created in the mining sector.,False
taxes,A federal court upheld an order upholding the Affordable Care Act,True
crime,The FBI is investigating more than 100 foreign crime ring leaders including Nigerian president Gbagbo and Venezuelan vice president Hugo Chavez,True
jobs,The unemployment rate is at record lows,True
veterans,"""The veterans of the war in Afghanistan suffered a disproportionate loss of veterans and are in need of an immediate response, they say, to protect their health, safety, and dignity.""",True
jobs,Many small businesses lack an emergency plan for dealing with unanticipated economic downturns.,True
economy,New data shows US economy grows by 1%,True
foreign-policy,He was praised for his courage during a speech by US President George Bush.,False
foreign-policy,The government launched a new effort to improve regional security in the face of growing regional powers seeking to stifle their rivals and make it difficult for Assad to take back his city.,True
jobs,The number of jobs lost in the US by the middle of November will be 2.2 million.,True
budget,"The Budget contains more than 38,000 pages and includes the following plans",True
immigration,A federal judge reauthorized the program,True
education,The education reform has failed,False
climate-change,The Global Warming Research Initiative has also been a success,False
transportation,Buses are on the rise,True
education,"""Students in an education system that is not fit for purpose are at higher risk of falling behind peers with similar education backgrounds""",True
jobs,More than 2.2 million people lose their jobs every year.,False
homeland-security,The president made the remarks on a visit to Mexico.,False
veterans,Veterans will be a key focus of the government's new health care policy,True
jobs,jobs in the United States in 2007 increased by 5 million,True
economy,The UK will not be subjected to a major recession.,False
crime,Police find no one at this hotel on Saturday night.,False
economy,New trade plan aims to ensure access to the global market for U.S. food,False
economy,Bank mergers causing concern about global economy,True
energy,Trump's new energy policies may not be enough,False
environment,A group of artists designed and built a huge mural on the side of a car.,False
gun-control,Many legislators said that a gun registry would not add any new restrictions to the Second Amendment.,False
environment,The country's economic growth will be affected by climate change.,False
homeland-security,The U.S. government plans to slash the number of troops in Iraq if the situation persists.,False
economy,The stock market is down a third after a report that claims that the recession has ended.,True
health-care,The health-care law changes the rules so that all maternity and pregnancy claims must be made with a specific health plan.,True
environment,A New Zealand environmental watchdog issued an ad for a greener New Zealand in a rebuke to energy companies.,True
trade,Many leaders in the United States have criticized the trade deal with China.,True
transportation,The city 's mayor denies role in the crash.,True
foreign-policy,The Russian government blasted alleged links to Iran's nuclear program.,False
jobs,"By 2011, the unemployment rate has been at 5.8 percent, down from 7.8 percent a year before.",False
energy,President Obama said the US is a leader in fostering renewable energy.,False
energy,mwctina has criticized energy companies for their decisions to switch from coal to natural gas,True
jobs,Jobs in China dropped 12 percent.,False
environment,the president of the u.s. state department has pledged to save polar bears.,False
taxes,They also said the taxation of financial corporations had become a top priority.,True
jobs,Jobs in the nation are going up because there is more work being done,False
